image_path,cluster_label
D:/GeoGuessrGuessr/geoguesst\58.60475929699758_16.1370606695297_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\58.60475929699758_16.1370606695297_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\58.6083562_23.9541271_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\58.6083562_23.9541271_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\58.6083562_23.9541271_Index__Index_4.png,7
D:/GeoGuessrGuessr/geoguesst\58.6083562_23.9541271_Index__Index_5.png,7
D:/GeoGuessrGuessr/geoguesst\58.6083562_23.9541271_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\58.6083562_23.9541271_Index__Index_7.png,7
D:/GeoGuessrGuessr/geoguesst\58.6239276_27.1844523_Index__Index_2.png,9
D:/GeoGuessrGuessr/geoguesst\58.6239276_27.1844523_Index__Index_3.png,9
D:/GeoGuessrGuessr/geoguesst\58.6239276_27.1844523_Index__Index_4.png,9
D:/GeoGuessrGuessr/geoguesst\58.6239276_27.1844523_Index__Index_5.png,7
D:/GeoGuessrGuessr/geoguesst\58.6239276_27.1844523_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\58.6239276_27.1844523_Index__Index_7.png,9
D:/GeoGuessrGuessr/geoguesst\58.6954663_25.6264733_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\58.6954663_25.6264733_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\58.6954663_25.6264733_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\58.6954663_25.6264733_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\58.6954663_25.6264733_Index__Index_6.png,9
D:/GeoGuessrGuessr/geoguesst\58.6954663_25.6264733_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\58.6978227_6.1995766_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\58.6978227_6.1995766_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\58.6978227_6.1995766_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\58.6978227_6.1995766_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\58.6978227_6.1995766_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\58.6978227_6.1995766_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\58.7073965_25.9395435_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\58.7073965_25.9395435_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\58.7073965_25.9395435_Index__Index_4.png,9
D:/GeoGuessrGuessr/geoguesst\58.7073965_25.9395435_Index__Index_5.png,9
D:/GeoGuessrGuessr/geoguesst\58.7073965_25.9395435_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\58.7073965_25.9395435_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\58.7098928_25.3215493_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\58.7098928_25.3215493_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\58.7098928_25.3215493_Index__Index_4.png,7
D:/GeoGuessrGuessr/geoguesst\58.7098928_25.3215493_Index__Index_5.png,7
D:/GeoGuessrGuessr/geoguesst\58.7098928_25.3215493_Index__Index_6.png,4
D:/GeoGuessrGuessr/geoguesst\58.7098928_25.3215493_Index__Index_7.png,7
D:/GeoGuessrGuessr/geoguesst\58.7169408_25.2739696_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\58.7169408_25.2739696_Index__Index_3.png,8
D:/GeoGuessrGuessr/geoguesst\58.7169408_25.2739696_Index__Index_4.png,8
D:/GeoGuessrGuessr/geoguesst\58.7169408_25.2739696_Index__Index_5.png,8
D:/GeoGuessrGuessr/geoguesst\58.7169408_25.2739696_Index__Index_6.png,8
D:/GeoGuessrGuessr/geoguesst\58.7169408_25.2739696_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\58.7386489_25.6632763_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\58.7386489_25.6632763_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\58.7386489_25.6632763_Index__Index_4.png,7
D:/GeoGuessrGuessr/geoguesst\58.7386489_25.6632763_Index__Index_5.png,3
D:/GeoGuessrGuessr/geoguesst\58.7386489_25.6632763_Index__Index_6.png,4
D:/GeoGuessrGuessr/geoguesst\58.7386489_25.6632763_Index__Index_7.png,7
D:/GeoGuessrGuessr/geoguesst\58.7634442_26.0038266_Index__Index_2.png,9
D:/GeoGuessrGuessr/geoguesst\58.7634442_26.0038266_Index__Index_3.png,9
D:/GeoGuessrGuessr/geoguesst\58.7634442_26.0038266_Index__Index_4.png,9
D:/GeoGuessrGuessr/geoguesst\58.7634442_26.0038266_Index__Index_5.png,7
D:/GeoGuessrGuessr/geoguesst\58.7634442_26.0038266_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\58.7634442_26.0038266_Index__Index_7.png,7
D:/GeoGuessrGuessr/geoguesst\58.7905579_24.9273201_Index__Index_2.png,9
D:/GeoGuessrGuessr/geoguesst\58.7905579_24.9273201_Index__Index_3.png,9
D:/GeoGuessrGuessr/geoguesst\58.7905579_24.9273201_Index__Index_4.png,9
D:/GeoGuessrGuessr/geoguesst\58.7905579_24.9273201_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\58.7905579_24.9273201_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\58.7905579_24.9273201_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\58.80587_26.5217015_Index__Index_2.png,8
D:/GeoGuessrGuessr/geoguesst\58.80587_26.5217015_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\58.80587_26.5217015_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\58.80587_26.5217015_Index__Index_5.png,8
D:/GeoGuessrGuessr/geoguesst\58.80587_26.5217015_Index__Index_6.png,8
D:/GeoGuessrGuessr/geoguesst\58.80587_26.5217015_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\58.83709530519337_22.801445989192672_Index__Index_2.png,6
D:/GeoGuessrGuessr/geoguesst\58.83709530519337_22.801445989192672_Index__Index_3.png,4
D:/GeoGuessrGuessr/geoguesst\58.83709530519337_22.801445989192672_Index__Index_4.png,7
D:/GeoGuessrGuessr/geoguesst\58.83709530519337_22.801445989192672_Index__Index_5.png,4
D:/GeoGuessrGuessr/geoguesst\58.83709530519337_22.801445989192672_Index__Index_6.png,4
D:/GeoGuessrGuessr/geoguesst\58.83709530519337_22.801445989192672_Index__Index_7.png,4
D:/GeoGuessrGuessr/geoguesst\58.868681_22.9340276_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\58.868681_22.9340276_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\58.868681_22.9340276_Index__Index_4.png,7
D:/GeoGuessrGuessr/geoguesst\58.868681_22.9340276_Index__Index_5.png,8
D:/GeoGuessrGuessr/geoguesst\58.868681_22.9340276_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\58.868681_22.9340276_Index__Index_7.png,7
D:/GeoGuessrGuessr/geoguesst\58.896764_24.4554766_Index__Index_2.png,8
D:/GeoGuessrGuessr/geoguesst\58.896764_24.4554766_Index__Index_3.png,8
D:/GeoGuessrGuessr/geoguesst\58.896764_24.4554766_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\58.896764_24.4554766_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\58.896764_24.4554766_Index__Index_6.png,9
D:/GeoGuessrGuessr/geoguesst\58.896764_24.4554766_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\58.9181325_25.0254158_Index__Index_2.png,4
D:/GeoGuessrGuessr/geoguesst\58.9181325_25.0254158_Index__Index_3.png,4
D:/GeoGuessrGuessr/geoguesst\58.9181325_25.0254158_Index__Index_4.png,7
D:/GeoGuessrGuessr/geoguesst\58.9181325_25.0254158_Index__Index_5.png,7
D:/GeoGuessrGuessr/geoguesst\58.9181325_25.0254158_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\58.9181325_25.0254158_Index__Index_7.png,4
D:/GeoGuessrGuessr/geoguesst\58.947964042477764_16.32341157690402_Index__Index_1.png,7
D:/GeoGuessrGuessr/geoguesst\58.947964042477764_16.32341157690402_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\58.947964042477764_16.32341157690402_Index__Index_3.png,4
D:/GeoGuessrGuessr/geoguesst\58.947964042477764_16.32341157690402_Index__Index_4.png,4
D:/GeoGuessrGuessr/geoguesst\58.947964042477764_16.32341157690402_Index__Index_5.png,4
D:/GeoGuessrGuessr/geoguesst\58.947964042477764_16.32341157690402_Index__Index_6.png,4
D:/GeoGuessrGuessr/geoguesst\58.947964042477764_16.32341157690402_Index__Index_7.png,4
D:/GeoGuessrGuessr/geoguesst\58.947964042477764_16.32341157690402_Index__Index_8.png,7
D:/GeoGuessrGuessr/geoguesst\58.95563084467116_36.514200204456614_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\58.95563084467116_36.514200204456614_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\58.95563084467116_36.514200204456614_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\58.95563084467116_36.514200204456614_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\58.95563084467116_36.514200204456614_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\58.95563084467116_36.514200204456614_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\58.9851236_22.6450079_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\58.9851236_22.6450079_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\58.9851236_22.6450079_Index__Index_4.png,7
D:/GeoGuessrGuessr/geoguesst\58.9851236_22.6450079_Index__Index_5.png,9
D:/GeoGuessrGuessr/geoguesst\58.9851236_22.6450079_Index__Index_6.png,9
D:/GeoGuessrGuessr/geoguesst\58.9851236_22.6450079_Index__Index_7.png,9
D:/GeoGuessrGuessr/geoguesst\59.0155391_25.700728_Index__Index_2.png,9
D:/GeoGuessrGuessr/geoguesst\59.0155391_25.700728_Index__Index_3.png,9
D:/GeoGuessrGuessr/geoguesst\59.0155391_25.700728_Index__Index_4.png,9
D:/GeoGuessrGuessr/geoguesst\59.0155391_25.700728_Index__Index_5.png,9
D:/GeoGuessrGuessr/geoguesst\59.0155391_25.700728_Index__Index_6.png,9
D:/GeoGuessrGuessr/geoguesst\59.0155391_25.700728_Index__Index_7.png,9
D:/GeoGuessrGuessr/geoguesst\59.0248356_26.243686_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\59.0248356_26.243686_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\59.0248356_26.243686_Index__Index_4.png,7
D:/GeoGuessrGuessr/geoguesst\59.0248356_26.243686_Index__Index_5.png,9
D:/GeoGuessrGuessr/geoguesst\59.0248356_26.243686_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\59.0248356_26.243686_Index__Index_7.png,7
D:/GeoGuessrGuessr/geoguesst\59.0553778_24.951266_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\59.0553778_24.951266_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\59.0553778_24.951266_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\59.0553778_24.951266_Index__Index_5.png,8
D:/GeoGuessrGuessr/geoguesst\59.0553778_24.951266_Index__Index_6.png,9
D:/GeoGuessrGuessr/geoguesst\59.0553778_24.951266_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\59.0602577_23.5971407_Index__Index_2.png,9
D:/GeoGuessrGuessr/geoguesst\59.0602577_23.5971407_Index__Index_3.png,9
D:/GeoGuessrGuessr/geoguesst\59.0602577_23.5971407_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\59.0602577_23.5971407_Index__Index_5.png,9
D:/GeoGuessrGuessr/geoguesst\59.0602577_23.5971407_Index__Index_6.png,9
D:/GeoGuessrGuessr/geoguesst\59.0602577_23.5971407_Index__Index_7.png,9
D:/GeoGuessrGuessr/geoguesst\59.0849498_25.4149089_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\59.0849498_25.4149089_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\59.0849498_25.4149089_Index__Index_4.png,7
D:/GeoGuessrGuessr/geoguesst\59.0849498_25.4149089_Index__Index_5.png,7
D:/GeoGuessrGuessr/geoguesst\59.0849498_25.4149089_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\59.0849498_25.4149089_Index__Index_7.png,7
D:/GeoGuessrGuessr/geoguesst\59.1122452_8.1562876_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\59.1122452_8.1562876_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\59.1122452_8.1562876_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\59.1122452_8.1562876_Index__Index_5.png,7
D:/GeoGuessrGuessr/geoguesst\59.1122452_8.1562876_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\59.1122452_8.1562876_Index__Index_7.png,7
D:/GeoGuessrGuessr/geoguesst\59.1225991_12.9080947_Index__Index_1.png,3
D:/GeoGuessrGuessr/geoguesst\59.1225991_12.9080947_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\59.1225991_12.9080947_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\59.1225991_12.9080947_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\59.1225991_12.9080947_Index__Index_5.png,3
D:/GeoGuessrGuessr/geoguesst\59.1225991_12.9080947_Index__Index_6.png,3
D:/GeoGuessrGuessr/geoguesst\59.1225991_12.9080947_Index__Index_7.png,3
D:/GeoGuessrGuessr/geoguesst\59.1225991_12.9080947_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\59.1578006_24.3173903_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\59.1578006_24.3173903_Index__Index_3.png,4
D:/GeoGuessrGuessr/geoguesst\59.1578006_24.3173903_Index__Index_4.png,7
D:/GeoGuessrGuessr/geoguesst\59.1578006_24.3173903_Index__Index_5.png,7
D:/GeoGuessrGuessr/geoguesst\59.1578006_24.3173903_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\59.1578006_24.3173903_Index__Index_7.png,7
D:/GeoGuessrGuessr/geoguesst\59.1700477_24.622983_Index__Index_1.png,3
D:/GeoGuessrGuessr/geoguesst\59.1700477_24.622983_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\59.1700477_24.622983_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\59.1700477_24.622983_Index__Index_4.png,9
D:/GeoGuessrGuessr/geoguesst\59.1700477_24.622983_Index__Index_5.png,9
D:/GeoGuessrGuessr/geoguesst\59.1700477_24.622983_Index__Index_6.png,3
D:/GeoGuessrGuessr/geoguesst\59.1700477_24.622983_Index__Index_7.png,9
D:/GeoGuessrGuessr/geoguesst\59.1700477_24.622983_Index__Index_8.png,9
D:/GeoGuessrGuessr/geoguesst\59.1757439_24.3663757_Index__Index_2.png,9
D:/GeoGuessrGuessr/geoguesst\59.1757439_24.3663757_Index__Index_3.png,9
D:/GeoGuessrGuessr/geoguesst\59.1757439_24.3663757_Index__Index_4.png,9
D:/GeoGuessrGuessr/geoguesst\59.1757439_24.3663757_Index__Index_5.png,9
D:/GeoGuessrGuessr/geoguesst\59.1757439_24.3663757_Index__Index_6.png,9
D:/GeoGuessrGuessr/geoguesst\59.1757439_24.3663757_Index__Index_7.png,9
D:/GeoGuessrGuessr/geoguesst\59.2016144_25.1831472_Index__Index_2.png,8
D:/GeoGuessrGuessr/geoguesst\59.2016144_25.1831472_Index__Index_3.png,8
D:/GeoGuessrGuessr/geoguesst\59.2016144_25.1831472_Index__Index_4.png,8
D:/GeoGuessrGuessr/geoguesst\59.2016144_25.1831472_Index__Index_5.png,8
D:/GeoGuessrGuessr/geoguesst\59.2016144_25.1831472_Index__Index_6.png,8
D:/GeoGuessrGuessr/geoguesst\59.2016144_25.1831472_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\59.23689283974835_15.193797012735955_Index__Index_2.png,8
D:/GeoGuessrGuessr/geoguesst\59.23689283974835_15.193797012735955_Index__Index_3.png,8
D:/GeoGuessrGuessr/geoguesst\59.23689283974835_15.193797012735955_Index__Index_4.png,8
D:/GeoGuessrGuessr/geoguesst\59.23689283974835_15.193797012735955_Index__Index_5.png,8
D:/GeoGuessrGuessr/geoguesst\59.23689283974835_15.193797012735955_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\59.23689283974835_15.193797012735955_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\59.24249265846109_39.905992399738935_Index__Index_2.png,8
D:/GeoGuessrGuessr/geoguesst\59.24249265846109_39.905992399738935_Index__Index_3.png,8
D:/GeoGuessrGuessr/geoguesst\59.24249265846109_39.905992399738935_Index__Index_4.png,8
D:/GeoGuessrGuessr/geoguesst\59.24249265846109_39.905992399738935_Index__Index_5.png,6
D:/GeoGuessrGuessr/geoguesst\59.24249265846109_39.905992399738935_Index__Index_6.png,6
D:/GeoGuessrGuessr/geoguesst\59.24249265846109_39.905992399738935_Index__Index_7.png,6
D:/GeoGuessrGuessr/geoguesst\59.2443521_27.5933136_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\59.2443521_27.5933136_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\59.2443521_27.5933136_Index__Index_4.png,7
D:/GeoGuessrGuessr/geoguesst\59.2443521_27.5933136_Index__Index_5.png,7
D:/GeoGuessrGuessr/geoguesst\59.2443521_27.5933136_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\59.2443521_27.5933136_Index__Index_7.png,7
D:/GeoGuessrGuessr/geoguesst\59.2498143_27.4794538_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\59.2498143_27.4794538_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\59.2498143_27.4794538_Index__Index_4.png,7
D:/GeoGuessrGuessr/geoguesst\59.2498143_27.4794538_Index__Index_5.png,7
D:/GeoGuessrGuessr/geoguesst\59.2498143_27.4794538_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\59.2498143_27.4794538_Index__Index_7.png,9
D:/GeoGuessrGuessr/geoguesst\59.2684209_26.4404072_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\59.2684209_26.4404072_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\59.2684209_26.4404072_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\59.2684209_26.4404072_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\59.2684209_26.4404072_Index__Index_6.png,9
D:/GeoGuessrGuessr/geoguesst\59.2684209_26.4404072_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\59.2956968_18.0123707_Index__Index_1.png,6
D:/GeoGuessrGuessr/geoguesst\59.2956968_18.0123707_Index__Index_2.png,5
D:/GeoGuessrGuessr/geoguesst\59.2956968_18.0123707_Index__Index_3.png,6
D:/GeoGuessrGuessr/geoguesst\59.2956968_18.0123707_Index__Index_4.png,6
D:/GeoGuessrGuessr/geoguesst\59.2956968_18.0123707_Index__Index_5.png,6
D:/GeoGuessrGuessr/geoguesst\59.2956968_18.0123707_Index__Index_6.png,6
D:/GeoGuessrGuessr/geoguesst\59.2956968_18.0123707_Index__Index_7.png,6
D:/GeoGuessrGuessr/geoguesst\59.2956968_18.0123707_Index__Index_8.png,6
D:/GeoGuessrGuessr/geoguesst\59.30279503273883_18.115347047184702_Index__Index_2.png,6
D:/GeoGuessrGuessr/geoguesst\59.30279503273883_18.115347047184702_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\59.30279503273883_18.115347047184702_Index__Index_4.png,2
D:/GeoGuessrGuessr/geoguesst\59.30279503273883_18.115347047184702_Index__Index_5.png,2
D:/GeoGuessrGuessr/geoguesst\59.30279503273883_18.115347047184702_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\59.30279503273883_18.115347047184702_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\59.3345189_24.4779851_Index__Index_2.png,9
D:/GeoGuessrGuessr/geoguesst\59.3345189_24.4779851_Index__Index_3.png,9
D:/GeoGuessrGuessr/geoguesst\59.3345189_24.4779851_Index__Index_4.png,9
D:/GeoGuessrGuessr/geoguesst\59.3345189_24.4779851_Index__Index_5.png,9
D:/GeoGuessrGuessr/geoguesst\59.3345189_24.4779851_Index__Index_6.png,9
D:/GeoGuessrGuessr/geoguesst\59.3345189_24.4779851_Index__Index_7.png,9
D:/GeoGuessrGuessr/geoguesst\59.3416152_26.1443724_Index__Index_1.png,4
D:/GeoGuessrGuessr/geoguesst\59.3416152_26.1443724_Index__Index_2.png,6
D:/GeoGuessrGuessr/geoguesst\59.3416152_26.1443724_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\59.3416152_26.1443724_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\59.3416152_26.1443724_Index__Index_5.png,3
D:/GeoGuessrGuessr/geoguesst\59.3416152_26.1443724_Index__Index_6.png,3
D:/GeoGuessrGuessr/geoguesst\59.3416152_26.1443724_Index__Index_7.png,4
D:/GeoGuessrGuessr/geoguesst\59.3416152_26.1443724_Index__Index_8.png,4
D:/GeoGuessrGuessr/geoguesst\59.3568341_25.2668857_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\59.3568341_25.2668857_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\59.3568341_25.2668857_Index__Index_4.png,8
D:/GeoGuessrGuessr/geoguesst\59.3568341_25.2668857_Index__Index_5.png,8
D:/GeoGuessrGuessr/geoguesst\59.3568341_25.2668857_Index__Index_6.png,6
D:/GeoGuessrGuessr/geoguesst\59.3568341_25.2668857_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\59.3629665_27.4603948_Index__Index_1.png,8
D:/GeoGuessrGuessr/geoguesst\59.3629665_27.4603948_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\59.3629665_27.4603948_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\59.3629665_27.4603948_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\59.3629665_27.4603948_Index__Index_5.png,8
D:/GeoGuessrGuessr/geoguesst\59.3629665_27.4603948_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\59.3629665_27.4603948_Index__Index_7.png,3
D:/GeoGuessrGuessr/geoguesst\59.3629665_27.4603948_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\59.3695508_27.8461803_Index__Index_2.png,9
D:/GeoGuessrGuessr/geoguesst\59.3695508_27.8461803_Index__Index_3.png,9
D:/GeoGuessrGuessr/geoguesst\59.3695508_27.8461803_Index__Index_4.png,9
D:/GeoGuessrGuessr/geoguesst\59.3695508_27.8461803_Index__Index_5.png,3
D:/GeoGuessrGuessr/geoguesst\59.3695508_27.8461803_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\59.3695508_27.8461803_Index__Index_7.png,7
D:/GeoGuessrGuessr/geoguesst\59.3968964_5.3186979_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\59.3968964_5.3186979_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\59.3968964_5.3186979_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\59.3968964_5.3186979_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\59.3968964_5.3186979_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\59.3968964_5.3186979_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\59.4035273_26.5171946_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\59.4035273_26.5171946_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\59.4035273_26.5171946_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\59.4035273_26.5171946_Index__Index_5.png,9
D:/GeoGuessrGuessr/geoguesst\59.4035273_26.5171946_Index__Index_6.png,9
D:/GeoGuessrGuessr/geoguesst\59.4035273_26.5171946_Index__Index_7.png,9
D:/GeoGuessrGuessr/geoguesst\59.4080246_27.615024_Index__Index_2.png,9
D:/GeoGuessrGuessr/geoguesst\59.4080246_27.615024_Index__Index_3.png,9
D:/GeoGuessrGuessr/geoguesst\59.4080246_27.615024_Index__Index_4.png,9
D:/GeoGuessrGuessr/geoguesst\59.4080246_27.615024_Index__Index_5.png,9
D:/GeoGuessrGuessr/geoguesst\59.4080246_27.615024_Index__Index_6.png,9
D:/GeoGuessrGuessr/geoguesst\59.4080246_27.615024_Index__Index_7.png,9
D:/GeoGuessrGuessr/geoguesst\59.483737_26.182362_Index__Index_2.png,8
D:/GeoGuessrGuessr/geoguesst\59.483737_26.182362_Index__Index_3.png,9
D:/GeoGuessrGuessr/geoguesst\59.483737_26.182362_Index__Index_4.png,9
D:/GeoGuessrGuessr/geoguesst\59.483737_26.182362_Index__Index_5.png,7
D:/GeoGuessrGuessr/geoguesst\59.483737_26.182362_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\59.483737_26.182362_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\59.5065699_25.7890117_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\59.5065699_25.7890117_Index__Index_3.png,4
D:/GeoGuessrGuessr/geoguesst\59.5065699_25.7890117_Index__Index_4.png,7
D:/GeoGuessrGuessr/geoguesst\59.5065699_25.7890117_Index__Index_5.png,7
D:/GeoGuessrGuessr/geoguesst\59.5065699_25.7890117_Index__Index_6.png,4
D:/GeoGuessrGuessr/geoguesst\59.5065699_25.7890117_Index__Index_7.png,7
D:/GeoGuessrGuessr/geoguesst\59.5225228_24.8025367_Index__Index_1.png,3
D:/GeoGuessrGuessr/geoguesst\59.5225228_24.8025367_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\59.5225228_24.8025367_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\59.5225228_24.8025367_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\59.5225228_24.8025367_Index__Index_5.png,5
D:/GeoGuessrGuessr/geoguesst\59.5225228_24.8025367_Index__Index_6.png,6
D:/GeoGuessrGuessr/geoguesst\59.5225228_24.8025367_Index__Index_7.png,5
D:/GeoGuessrGuessr/geoguesst\59.5225228_24.8025367_Index__Index_8.png,5
D:/GeoGuessrGuessr/geoguesst\59.6061611_25.9892407_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\59.6061611_25.9892407_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\59.6061611_25.9892407_Index__Index_4.png,7
D:/GeoGuessrGuessr/geoguesst\59.6061611_25.9892407_Index__Index_5.png,7
D:/GeoGuessrGuessr/geoguesst\59.6061611_25.9892407_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\59.6061611_25.9892407_Index__Index_7.png,7
D:/GeoGuessrGuessr/geoguesst\59.6180044_13.3721921_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\59.6180044_13.3721921_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\59.6180044_13.3721921_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\59.6180044_13.3721921_Index__Index_5.png,1
